Group ID;GUID;CTSS Name;OBJD Name;Game Version
0x7F39DBFE;0xACDBB46D;Archway to a Distant Land;Door - 1 Tile - Moroccan Arch;Base Game
0x7F7B4C3C;0x2CDA0D83;Arghist Soldier;Painting - Square - Sailor;Base Game
0x7F90CE14;0x9C3992F4;Armchair by Club Design;Chair - Living - Club;Base Game
0x7FA46DBF;0xE16104A3;Astrowonder Telescope;Telescope - Cheap;Base Game
0x7F702CD4;0x8CA6C064;Babbling Bougainvillea;Shrub - Bougainvillea;Base Game
0x7F4FE346;0x4CA1C192;Bachman Busbar;Bar - Value;Base Game
0x7FB4A852;0x4C637E17;Bangpae Yeon from Simporters, Ltd.;Painting - Kite;Base Game
0x7F6C3994;0x6C75EDDB;Baroccoco Loveseat by MiRE;Sofa - Loveseat - Art Nouveau;Base Game
0x7F83F7FA;0x0C75F8EE;Baroccoco Sofa by MiRE;Sofa - Art Nouveau;Base Game
0x7F7562D3;0x4CA170EA;Basically Bare Bulb from Electric Lighting;Lamp - Wall - Value;Base Game
0x7FBBF368;0x4C788693;Be There Designs "Bazaar Sofa";Sofa - Moroccan;Base Game
0x7FFBE4B4;0x9BACC04F;Bed by St. Ajoque Reproductions;Bed - Single - Expensive;Base Game
0x7F34D4BA;0x2CDA0DCC;Bella Squared;Painting - Square - Bella;Base Game
0x7F95723D;0xCC761750;BiblioFile Bookcase;Bookcase - Value;Base Game
0x7FB87BDA;0x0C64925E;Birch Tree Sapling;Tree - Birch;Base Game
0x7F454C2E;0x77CA8B6F;Black Lacquer Bar Counter;Bar_Expensive;Base Game
0x7F631447;0x5200E8E9;Blazin' Buckaroos Lantern;Lamp - Deckpost - Fence;Base Game
0x7F90E1D3;0x6C7C98CC;Blue Suede Chair;Chair - Living - Designer;Base Game
0x7FB03A26;0x6C621C9D;Blue Tinged Hydrangea Shrub;Shrub - Hydrangea (New);Base Game
0x7F86E2AD;0x6C761D20;Bon App�tit Dining Chair;Chair - Dining - Colonial 2;Base Game
0x7F9EEB81;0x6C50BA66;Brand Name "EconoCool" Refrigerator;Fridge - Cheap;Base Game
0x7FAC04C8;0xCC37DEBB;Brand Name MetalKettle;Stove Grill - Cheap;Base Game
0x7F3BF485;0xCC3569EC;Brand Name Zip Zap Microwave;Microwave;Base Game
0x7F8A6384;0x2B695F3A;Breeze-easy Windows' "Double Hung" Deluxe;Window - Double Hung - Master;Base Game
0x7FED9A78;0x8D49ED60;Brevifolito's Joshua Tree;Tree - Joshua;Base Game
0x7FD74008;0x4C8DA668;Bubble-Up "Soaking Zone" Hot Tub;Hot Tub - Raised - Value;Base Game
0x7F1920FE;0xC7DEBB1D;Burled Wood Dartboard;Dartboard;Base Game
0x7FB9FCC4;0xC215ACF1;Burnished Blaze Torchiere;Lamp - Floor - ClubTorch;Base Game
0x7F6ACBC2;0xCCAD84D0;Candy Coated Sofa;Sofa - UM CutOut;Base Game
0x7FEE4A1C;0x0CA2BE2E;Canonical Column;Column - Club;Base Game
0x7F5C463D;0x2C85A905;Caress of Teak Bed;Bed - Single - Moderate;Base Game
0x7F222081;0xEC77701E;Casbah Casuals Fireplace by 40 Thieves Ltd.;Fireplace - Moroccan - Chimney;Base Game
0x7F41344E;0xCC85A6F5;Catamaran Kitchen Island;Counter Island - Quaint;Base Game
0x7FBEB43F;0xEC75F9EC;Centerpieces Coffee Table;Table - Coffee - Art Nouveau;Base Game
0x7FF60D46;0xCCD8E9D7;Chabadii "Yet Another" Coffee Table;Table - Coffee - Chabudai - 2x1;Base Game
0x7FF55BC4;0x4CA696FD;Chabadii Chabudinky;Table - Coffee - Chabudai - 1x1;Base Game
0x7FD3C474;0x2BB4C1F0;Cheap Eazzzzze Morrissey Double Bed;Bed - Double - Moderate;Base Game
0x7F720D07;0xF5939CE9;Cheap Eazzzzze Puffy Recliner;Chair - Recliner - Puffy;Base Game
0x7F40C49E;0x8C6B3998;Chesterstick Cherry Dresser;Dresser - Colonial;Base Game
0x7F7BE02D;0xCC80A1EE;Chez Chaise;Chair - Lounge - Art Nouveau;Base Game
0x7F832DF4;0x6C7627F9;Chez Moi French Country Counters;Counter - Colonial;Base Game
0x7F6C670F;0x2CAD2FCD;Chic Stairs;Stair Modular - Quaint - No Railings - Bridge;Base Game
0x7F4B9D32;0xEC3FD6CF;Chiclettina "Archipelago" Kitchen Island;Counter Island - Loft;Base Game
0x7F3543FB;0x8C26FB08;Chiclettina "Fjord" Kitchen Counter;Counter - Loft;Base Game
0x7F3543FB;0xCC7CD58D;Chiclettina "Fjord" Kitchen Counter;Counter - Loft - No Doors;Base Game
0x7FD96C74;0x0C897967;Chiclettina "Mauritania" Arch;Door - 1 Tile - Beveled Glass Arch;Base Game
0x7F73FD10;0xCC0C1B04;Chiclettina "Mauritania" Beveled Glass Door;Door - 1 Tile - Beveled Glass;Base Game
0x7F266069;0xAC70D4D4;Chiclettina "Sardinia" Kitchen Counter;Counter - Nouveau;Base Game
0x7F2A21EC;0xAC75ED4A;Chiclettina "Sardinia" Kitchen Island;Counter Island - Art Nouveau;Base Game
0x7F4E50C8;0x6C6A3079;Chiclettina Execudrone Desk;Desk - Loft;Base Game
0x7F492B69;0x11DEFEE4;Chimeway & Daughters Saloon Piano;Piano - Upright;Base Game
0x7F7D49D5;0xAC80A424;Chinese Opera Mask by Old Face;Painting - China Mask;Base Game
0x7FCDD26A;0x0C7B3574;Chinese Riddle Lantern;Lamp - Ceiling - Central Asian;Base Game
0x7FC0AE88;0xCC612060;Ciao Time "Mondo Fuego" Gas Stove;Stove - Moderate;Base Game
0x7F3BFD0F;0x6C50BACD;Ciao Time Bovinia Refrigerator Model BRRR;Fridge - Moderate - Stainless;Base Game
0x7F4D8EFF;0xAC293732;Ciao Time Espresso Machine;Espresso Machine;Base Game
0x7FA924CB;0x6CC5228F;CinderBooks by Retratech;Bookcase - Value - Cinderblock;Base Game
0x7F2915D8;0xACC90801;City Dweller 'Dims';Lamp - Floor - Garden Bollard;Base Game
0x7FCA8D20;0x2C258FE8;Clean Water Shower System;Shower - Cheap;Base Game
0x7F78DB89;0xEC48333E;ClothesHorse Display Rack;Rack - Clothing - Value;Base Game
0x7F3B1A8E;0x4C4287EC;Club Distress Avignon Rectangular Coffee Table;Table - Coffee - Club - 2x1;Base Game
0x7FFAD8B4;0x6C3FD796;Club Distress Butcher's Block;Counter Island - Club;Base Game
0x7F384C0C;0xAC429006;Club Distress Square Coffee Table;Table - Coffee - Club - 1x1;Base Game
0x7FA1492F;0x8C258E74;Club Distress Wall Mirror;Mirror - Club;Base Game
0x7F84067D;0xCC26F93D;Club Room Countertop;Counter - Club;Base Game
0x7F84067D;0x6C7CD3D1;Club Room Countertop;Counter - Club - No Doors;Base Game
0x7FF531A4;0x2CE0A6C7;Collage in Black and White;Painting - Collection;Base Game
0x7FEA801B;0xEC522CCC;Colonial Bathtub by Imperial Plumbing Works;Tub - Colonial;Base Game
0x7F30F1CE;0x6C7CB809;Colonial Column by Brace Yourself! Designs;Column - Colonial 1;Base Game
0x7FAE8CC3;0x6C7614E8;Colonial ComboCleen by Imperial Plumbing Works;ShowerTub - Colonial;Base Game
0x7F74143E;0x500FE191;Colonial Ironwood Bed;Bed - Double - Expensive;Base Game
0x7F12090D;0x4C897B86;Colonial Tract Arch;Door - 2 Tile - Colonial Empty Arch;Base Game
0x7F8318B0;0xCC0C1BFB;Colonial Tract Door;Door - 2 Tile - Colonial Arch;Base Game
0x7F700B71;0x2C91B3D4;Compact Stereo by Lo-Fi Audio;Stereo - BoomBox;Base Game
0x7F3A5B1C;0x8C761098;Conspicuous Views "Stained Glass with Arch";Window - Art Nouveau Stained Glass;Base Game
0x7FA3A245;0xFE3E566B;Contempto Adirondack Chair;Chair - Living - Adirondack;Base Game
0x7FF4D27F;0xAC26E6F8;Contempto Adirondack End Table;Table - End - Deck Adirondack;Base Game
0x7F526E79;0xACA6A6EC;Contempto Adirondack Loveseat;Sofa - Loveseat - Adirondack;Base Game
0x7F9C752C;0x4C6A093C;Contempto Good Livin' Chair;Chair - Living - Value_Strip;Base Game
0x7FF883A5;0x28DF2422;Contempto Outdoor Living Lounge;Chair - Lounge - Adirondack;Base Game
0x7F311F17;0xAC6C9662;Contempto Penn Station Side Chair;Chair - Dining - Dining - Office Standard;Base Game
0x7F4C66F7;0xADAD4846;Cool Shades;AspirationRewards - Cool Shades - Stand;Base Game
0x7FB5A17E;0x8D211A84;Cornerstone "Sentinel" End Table;Table - End - Club;Base Game
0x7FE6B364;0x718EA9C7;Cornerstone Victoriana Velvet Drapes;Curtains - Victorian Long;Base Game
0x7FD7501D;0x8C85A63C;Counter Cooking Conundrum;Counter Island - Colonial;Base Game
0x7FE5B866;0x6C763240;Counter Culture "Surface";Counter - Quaint;Base Game
0x7FE5B866;0x8C7CD6D1;Counter Culture "Surface";Counter - Quaint - No Doors;Base Game
0x7FFF154E;0x8C74A494;Counter Productive Work Surface;Desk - Club;Base Game
0x7FD2DC4E;0x4CAA9CE0;CounterRevolution Commercial Counter;Counter Commercial - Loft;Base Game
0x7F41D78C;0x2CA29CF7;Countertop Game Display from Group Interaction LTD.;Rack - Video Games Counter;Base Game
0x7FB297C0;0x0C761614;Country Comfort Corner Table;Table - End - Quaint;Base Game
0x7FF85ED9;0x8C7CBAFF;Country Kitsch Column;Column - Quaint;Base Game
0x7F61C141;0xECAD1855;Country Stairs;Stair Modular - Loft - No Railings - Bridge;Base Game
0x7FA24414;0xECC4F9B3;Courtly Sleeper Day Dreamer;Bed - Double - Designer;Base Game
0x7F9BC13F;0xC1806083;Cowboy's Caboose Chair;Chair - Dining - Outside Wood;Base Game
0x7FFD7F91;0x4C761710;Cozy Colonial End Table;Table - Coffee End - Colonial 1;Base Game
0x7FB9D007;0x4456884A;Craftmeister Booknook;Bookcase - Cheap;Base Game
0x7F29D438;0xEC3FE8C2;Craftmeister's Pine Bed;Bed - Single - Cheap;Base Game
0x7F584129;0x8C26E7AD;Crazy 8 Table;Table - End - Octagonal;Base Game
0x7F965084;0x8CA6C214;Cupressus Sempervirens;Tree - Cypress;Base Game
0x7FC15440;0x0C76174B;Curvaceous Colonial End Table;Table - End - Colonial 2;Base Game
0x7FEE521A;0x0C2443CF;CyberChronometer Alarm Clock;Clock - Alarm - Expensive;Base Game
0x7F343F48;0x2CA5A5D4;Daisies of our Lives;Flowers - Outdoor - Daisies;Base Game
0x7F93727F;0x6CCD63E3;Daisies of our Lives;Flowers - Outdoor - Daisies - Half Tile;Base Game
0x7FA72D9B;0x6CC90706;Dangling Daylight Ceiling Lamp;Lamp - Ceiling - Hanging Flourescent;Base Game
0x7FC25443;0x6C8EDD27;Decorative House Armoire;Armoire - Moroccan;Base Game
0x7FB51583;0x1B2AEFA7;Deluxe Magazine Rack;Rack - Magazine;Base Game
0x7FD5C9FC;0x4CA67F39;Deluxe Veil of Dreams;Curtains - Quaint Two Tile;Base Game
0x7F5DB5AA;0xEC7B5CEE;Dialectric ReadyPrep Range;Stove - Cheap;Base Game
0x7F8FB402;0x6C5B5ED6;Dielectric Electrobreeze Windmill;Scenario Reward - Windmill;Base Game
0x7FEF54AC;0x6CB569AC;Discourse Dining Table;Table - Dining - Colonial;Base Game
0x7F5BA5F7;0x8C91C3C2;Diving Board;Pool Diving Board;Base Game
0x7FBDD1AE;0x0C774C56;Doorway to a Distant Land;Door - 1 Tile - Moroccan;Base Game
0x7F74F18C;0x8CA3C76D;Double-Helix Designer Bookshelf;Bookcase - Loft;Base Game
0x7F6E8098;0xAC9C1C78;Doublewide Tieback Curtains;Curtains - Colonial Wide;Base Game
0x7F98B0B9;0xCCDA1122;Dreams of a Gifted Mind;Painting - Poster - Kid Painting 2;Base Game
0x7F4EA924;0xCC788857;Durable Value Sofa;Sofa - Value 2;Base Game
0x7F2FFF93;0xC239A78B;Durably Plush Teddy Bear;Stuffed Animal - Teddy Bear;Base Game
0x7F90B8A3;0x2C7B3A8F;Dynasty "Enlightenment" Lamp;Lamp - Table - Central Asian;Base Game
0x7F6AA80E;0x4C8EDC5C;Dynasty Armoire;Armoire - Central Asian;Base Game
0x7F9AEFDA;0xEC761C1E;Dynasty Dining Chair;Chair - Dining - Central Asian;Base Game
0x7FDA2839;0xEC8ECE4F;Dynasty Dresser 2;Dresser - Central Asian;Base Game
0x7F8B0F13;0x4CA6A53D;EasyShade Bay Tree;Tree - Bay;Base Game
0x7FD73F41;0x6C3BA882;Elegant Chef FlameBay Gas Range;Stove - Expensive;Base Game
0x7F8E06DB;0x6DA6AF29;Elixir of Life;AspirationsReward - Elixir Of Life;Base Game
0x7F963DA1;0xAC314A3A;Enterprise Office Concepts Bushmaster Tele-Prompter;Career - Teleprompter;Base Game
0x7FAE5BB0;0x0C452D3D;Enterprise Office Freestanding Game Rack;Rack - Video Games;Base Game
0x7F8673F9;0x4CA19752;Epikouros "Sleek Cuisine" Counter;Counter - Designer;Base Game
0x7FD20E10;0xCC85A6AD;Epikouros "Sleek Cuisine" Island;Counter Island - Designer;Base Game
0x7F2254E4;0x6C761C5E;ErgoSupreme Dining Chair;Chair - Dining - Colonial 1;Base Game
0x7F8157FB;0x4CA1C5CA;Exceptionally Expensive Clothing Collator;Rack - Clothing - Expensive;Base Game
0x7F55C211;0xCC20426A;Execuputter;Career - Putting Green;Base Game
0x7FBD48F4;0x6A6E7EDB;Exerto 5000 Multipress Exercise Machine;Exercise Machine;Base Game
0x7FAD14EC;0x4C2148B0;Exerto Punching Bag;Career - Punching Bag;Base Game
0x7F714CEC;0x6C2979FB;Exerto Selfflog Obstacle Course;Career - Obstacle Course;Base Game
0x7F83117D;0x2C7B5516;Exotic (Non)Screen from Simports, Ltd.;Sculpture - Moroccan Screen;Base Game
0x7FB7BB1D;0x2C7B50E9;Exotic Reflections Mirror;Mirror - Moroccan;Base Game
0x7F0FB9C2;0x2CA7E29B;Exploding Dragon Dining Table;Table - Dining - Central Asian;Base Game
0x7F060A95;0xD327D867;Extra Pep Coffeemaker;Coffee Machine;Base Game
0x7FF017CD;0xAD92A39B;EZ Evac, Inc.'s "Brick House" Men's Restroom Door;Door - 1 Tile - Gender - Male;Base Game
0x7FF1AEB9;0x8D92AF17;EZ Evac, Inc.'s "Power Powder" Women's Restroom Door;Door - 1 Tile - Gender - Female;Base Game
0x7F3DE207;0x8C75B855;Falling Fern;Plant - Hanging - Ceiling Fern NEW;Base Game
0x7F0CA32B;0xECC4FD04;Fancifully Fuzzy Fern;Plant - Floor - Fern;Base Game
0x7F5CBE11;0xF1D086D1;Farstar e3 Telescope;Telescope - Expensive;Base Game
0x7FF69B33;0x0C7883A3;Filigree Facebowl by Imperial Plumbing Works;Sink - Counter - Colonial;Base Game
0x7F6A12BE;0x2C26C098;FLATW�UD Dining Table by Iseeya;Table - Dining - Danish Modern;Base Game
0x7F1714FC;0x8C7B340C;Floor-Length Tieback Curtains;Curtains - Colonial Long;Base Game
0x7F1A4351;0x2C7B6165;Floral Fancy Hanging Lamp;Lamp - Ceiling - Art Nouveau;Base Game
0x7F5916D2;0x6C7886D8;Floral Fantasy Sofa by OakTowne;Sofa - Quaint;Base Game
0x7FBC6C01;0x4C7883F5;Floral Sink;Sink - Counter - Quaint;Base Game
0x7F49C4BE;0x6C75B8BD;Frost de Fleur Bud Vase;Plant - Decorative - Vase Small Bottle;Base Game
0x7F80BB92;0xAC75B83B;Fruitless Fig Tree;Plant - Floor - Fig Tree NEW;Base Game
0x7FD42482;0x2C7B5B6B;Fun-Kadelic Frequency Stereo System�from Kauker Inc. ;Stereo - Moderate;Base Game
0x7F4230D2;0xCC7887C1;Futonesque Fantasy Sofa;Sofa - Value1;Base Game
0x7FBBE64F;0x16EA4621;Gagmia Simore "RefuseNik" Trash Compactor;Trash Compactor;Base Game
0x7F790084;0xB51DE8E1;Garden Glow Spotlight;Lamp - Garden - Uplight;Base Game
0x7FB2275F;0x6CCE4E24;Garden Music "Oleander";Shrub - Oleander;Base Game
0x7FB37E8D;0x4C85C3F2;Gate of Glorified Entry;Gate - Moroccan fence;Base Game
0x7F95EEB0;0x8C84660F;GazeEase "Stow 'N' Show" Produce Bin;Display - Food - Produce Bin;Base Game
0x7FE9B3DE;0xEC6A56CD;Genetically Engineered Water Lily;Plant - Water - Lilypad;Base Game
0x7F9C2155;0x6C7B3AD3;GentleGlow Table Lamp;Lamp - Table - Central Asian 2;Base Game
0x7FBC19CC;0x0C7767B5;Gentrific "Flame-O-Rama" Fireplace;Fireplace - Colonial - Mantle;Base Game
0x7F119DBC;0x9D0E1345;Gentrific "Way of the Wood" Mantel Fireplace;Fireplace - Loft - Mantle;Base Game
0x7F863CAC;0x4C217104;Get Up! Alarm Clock;Clock - Alarm - Cheap;Base Game
0x7F0AD7DE;0xEC6A6FB8;Glassterpieces Privacy Window;Window - Privacy;Base Game
0x7F04E4F8;0xAC6A40BF;Gliteri & Co. Trieste End Table;Table - End - Loft;Base Game
0x7F32B262;0xAC901C39;Gothwise Staircase by I. Ron Smith;Stairs - Straight - ArtNouveau;Base Game
0x7F1E93ED;0xA730C788;Grand Parlour Chess Table;Chessboard;Base Game
0x7FD136BB;0xD20C0AEE;Great Outdoors Great Big Trash Can;Trash Can - Outside;Base Game
0x7F8ACAD6;0x4C637B37;Ha-hye-tal Mask;Painting - Hahyetal;Base Game
0x7FB4A9B7;0x2CDA1042;Handle and Spout;Painting - Square - Teapot;Base Game
0x7F4221DE;0x0CA1DA75;Here and There Thing;Table - End - UM;Base Game
0x7F7B1B0D;0x8C7CB8C5;High Society Pillar;Column - Colonial 2;Base Game
0x7F6BF98D;0xB31FE716;High-Tech Loft Window;Window - 2 Tile - Loft;Base Game
0x7FC5711D ;0xAD2121D7;Holy Smoke Stairs;Stair Modular - Loft Glass;Base Game
0x7F5F0588;0xCC74A52C;Home Office Desk by Quaint Design;Desk - Quaint;Base Game
0x7F507958;0x2CD8BD32;Hosta La Vista;Plant - Hanging - Blue Hosta;Base Game
0x7F23D8A5;0xAC5291F8;Hydronomic CleenSheen Basin;Sink - Counter - Club;Base Game
0x7FF9928D;0x4CA16FDB;Ilistara Lamp;Lamp - Table - Designer;Base Game
0x7F922A56;0x2C7B4918;Illuminating Angles by Newt Vo;Lamp - Wall - Art Nouveau;Base Game
0x7FA62E0E;0x8BE9EB5C;Imperial Lyon Basin;Sink - Expensive;Base Game
0x7F1CBCF8;0x6CC52393;Imperial Plumbing Pole-Air Freezer Bin;Display - Food - Freezer Bin;Base Game
0x7F929D23;0xCC490991;Imperial Plumbing Works Tivoli Basin;Sink - Counter - Loft;Base Game
0x7F585FFD;0xEC91BB93;In-And-Out Ladder;Pool Ladder;Base Game
0x7F366FCF;0x0AAD5584;Independent Expressions Inc. Easel;Easel;Base Game
0x7FB36DAE;0x40F0FB3E;Independent Expressions Inc., "Non-Reflective" Window;Window - 2 Tile - Plate Glass;Base Game
0x7F7E6055;0xCD69FA3B;Independent Expressions Inc., "Translucent" Window;Window - Plate Glass - Wide;Base Game
